UNIT;PLANT;COMPANY;MW;YEAR;FUEL;CITY;STATE;COUNTRY;CEC_PLANT_CODE;CEC_UNIT_CODE;COMMENT
BAOTOU-2 NO 13;BAOTOU-2;NORTH UNITED POWER CO LTD;300;2007;COAL;Qingshan Dist - Baotou City;Inner Mongolia;CHINA;15002;4;
BAOTOU-3 NO 1;BAOTOU-3;NORTH UNITED POWER CO LTD;7;1956;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;NA;NA;
BAOTOU-3 NO 2;BAOTOU-3;NORTH UNITED POWER CO LTD;5;1956;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;NA;NA;
BAOTOU-3 NO 3;BAOTOU-3;NORTH UNITED POWER CO LTD;12;NA;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;NA;NA;
BAOTOU-3 NO 4;BAOTOU-3;NORTH UNITED POWER CO LTD;12;NA;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;NA;NA;
BAOTOU-3 NO 5;BAOTOU-3;NORTH UNITED POWER CO LTD;300;2007;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;15003;1;
BAOTOU-3 NO 6;BAOTOU-3;NORTH UNITED POWER CO LTD;300;2007;COAL;Jiuyuan Dist - Baotou City;Inner Mongolia;CHINA;15003;2;
BEIAN 1;BEIAN;CHINA NATL ENERGY INVEST GROUP;50;1997;COAL;Beian City;Heilongjiang;CHINA;NA;NA;
BEIAN 2;BEIAN;CHINA NATL ENERGY INVEST GROUP;50;1997;COAL;Beian City;Heilongjiang;CHINA;NA;NA;
BEIHAI BEBUWAN 1;BEIHAI BEBUWAN;SDIC HUAJING POWER HOLDINGS CO;320;2004;COAL;Tieshangang  Dist - Beihai City;Guangxi;CHINA;72008;1;
BEIHAI BEBUWAN 2;BEIHAI BEBUWAN;SDIC HUAJING POWER HOLDINGS CO;320;2005;COAL;Tieshangang  Dist - Beihai City;Guangxi;CHINA;72008;2;
BEIHAI BEBUWAN 3;BEIHAI BEBUWAN;SDIC HUAJING POWER HOLDINGS CO;660;NA;COAL;Tieshangang  Dist - Beihai City;Guangxi;CHINA;NA;NA;
BEIHAI BEBUWAN 4;BEIHAI BEBUWAN;SDIC HUAJING POWER HOLDINGS CO;660;NA;COAL;Tieshangang  Dist - Beihai City;Guangxi;CHINA;NA;NA;
BEIHAI MILL 1;BEIHAI MILL;STORA ENSO CHINA;59;2016;COAL;Behai City;Guangxi;CHINA;NA;NA;
BEIJING JINGFENG-1 NO 1;BEIJING JINGFENG;BEIJING JINGNENG CLEAN ENERGY;12;1960;COAL;Fengtai Dist - Beijing City;Beijing;CHINA;NA;NA;
BEIJING JINGFENG-1 NO 2;BEIJING JINGFENG;BEIJING JINGNENG CLEAN ENERGY;12;1961;COAL;Fengtai Dist - Beijing City;Beijing;CHINA;NA;NA;
BEIJING JINGFENG-1 NO 3;BEIJING JINGFENG;BEIJING JINGNENG CLEAN ENERGY;12;1963;COAL;Fengtai Dist - Beijing City;Beijing;CHINA;NA;NA;
BEIJING JINGFENG-2 NO 1;BEIJING JINGFENG;BEIJING JINGNENG CLEAN ENERGY;50;1991;COAL;Fengtai Dist - Beijing City;Beijing;CHINA;NA;NA;
BEIJING JINGFENG-2 NO 2;BEIJING JINGFENG;BEIJING JINGNENG CLEAN ENERGY;100;1995;COAL;Fengtai Dist - Beijing City;Beijing;CHINA;NA;NA;
BEIJING WUJIANFANG 1;BEIJING WUJIANFANG;BEIJING ENERGY INVEST HOLDING;660;2018;COAL;Xiwuzhumuqin Qi  - Xilingol League;Inner Mongolia;CHINA;NA;NA;
BEIJING WUJIANFANG 2;BEIJING WUJIANFANG;BEIJING ENERGY INVEST HOLDING;660;2019;COAL;Xiwuzhumuqin Qi  - Xilingol League;Inner Mongolia;CHINA;NA;NA;
BEIJING YIRE 1;BEIJING YIRE;CSEC GUOHUA INTL POWER CO;200;1999;COAL;Chaoyang Dist - East Beijing;Beijing;CHINA;11007;1;
BEIJING YIRE 2;BEIJING YIRE;CSEC GUOHUA INTL POWER CO;200;1999;COAL;Chaoyang Dist - East Beijing;Beijing;CHINA;11007;2;
BEIJING-1 NO 01;BEIJING-1;NORTH CHINA GRID CO LTD;25;1958;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 02;BEIJING-1;NORTH CHINA GRID CO LTD;25;1958;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 03;BEIJING-1;NORTH CHINA GRID CO LTD;50;1959;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 04;BEIJING-1;NORTH CHINA GRID CO LTD;100;1959;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 05;BEIJING-1;NORTH CHINA GRID CO LTD;50;1960;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 06;BEIJING-1;NORTH CHINA GRID CO LTD;25;1972;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 07;BEIJING-1;NORTH CHINA GRID CO LTD;25;1973;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 08;BEIJING-1;NORTH CHINA GRID CO LTD;50;1972;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 09;BEIJING-1;NORTH CHINA GRID CO LTD;50;1971;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 10;BEIJING-1;NORTH CHINA GRID CO LTD;125;1975;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEIJING-1 NO 11;BEIJING-1;NORTH CHINA GRID CO LTD;125;1977;COAL;Beijing City;Beijing;CHINA;NA;NA;
BEILUN 1;BEILUN;CHINA NATL ENERGY INVEST GROUP;600;1991;COAL;Ningbo City;Zhejiang;CHINA;33008;1;
BEILUN 2;BEILUN;CHINA NATL ENERGY INVEST GROUP;600;1994;COAL;Ningbo City;Zhejiang;CHINA;33008;2;
BEILUN 3;BEILUN;CHINA NATL ENERGY INVEST GROUP;660;2000;COAL;Ningbo City;Zhejiang;CHINA;33008;3;
BEILUN 4;BEILUN;CHINA NATL ENERGY INVEST GROUP;600;2000;COAL;Ningbo City;Zhejiang;CHINA;33008;4;
BEILUN 5;BEILUN;CHINA NATL ENERGY INVEST GROUP;600;2000;COAL;Ningbo City;Zhejiang;CHINA;33008;5;
BEILUN 6;BEILUN;CHINA NATL ENERGY INVEST GROUP;1000;2008;COAL;Ningbo City;Zhejiang;CHINA;33008;6;
BEILUN 7;BEILUN;CHINA NATL ENERGY INVEST GROUP;1000;2009;COAL;Ningbo City;Zhejiang;CHINA;33008;7;
BEIPIAO 1;BEIPIAO;CHINA POWER INVESTMENT CORP;12;NA;COAL;Beipiao City - Chaoyang Prefecture;Liaoning;CHINA;NA;NA;
BEISANTAI IND PARK 1;BEISANTAI IND PARK;TIANYU HUAXIN ENERGY CO LTD;150;NA;COAL;Jimusaer County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
BEISANTAI IND PARK 2;BEISANTAI IND PARK;TIANYU HUAXIN ENERGY CO LTD;150;NA;COAL;Jimusaer County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
BEITUN 1;BEITUN;CHINA NATL ENERGY INVEST GROUP;135;2016;COAL;Altay Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
BEITUN 2;BEITUN;CHINA NATL ENERGY INVEST GROUP;135;2016;COAL;Altay Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
BEITUN 3;BEITUN;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Altay Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
BEITUN 4;BEITUN;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Altay Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
BENGBU CITY 1;BENGBU CITY;BENGBU THERMAL POWER CO LTD;25;1991;COAL;Bengbu City;Anhui;CHINA;NA;NA;
BENGBU CITY 2;BENGBU CITY;BENGBU THERMAL POWER CO LTD;25;1991;COAL;Bengbu City;Anhui;CHINA;NA;NA;
BENGBU CITY 3;BENGBU CITY;BENGBU THERMAL POWER CO LTD;30;1996;COAL;Bengbu City;Anhui;CHINA;NA;NA;
BENXI COGEN 1;BENXI COGEN;CHINA POWER INVESTMENT CORP;350;2017;COAL;Mingshan Dist - Benxi City;Liaoning;CHINA;NA;NA;
BENXI COGEN 2;BENXI COGEN;CHINA POWER INVESTMENT CORP;350;2017;COAL;Mingshan Dist - Benxi City;Liaoning;CHINA;NA;NA;
BENXI STEEL 1;BENXI STEEL;BENXI IRON & STEEL (GROUP) CO;15;1991;COAL;Huanren Manchu AC - Benxi City;Liaoning;CHINA;NA;NA;
BENXI STEEL 2;BENXI STEEL;BENXI IRON & STEEL (GROUP) CO;15;1991;COAL;Huanren Manchu AC - Benxi City;Liaoning;CHINA;NA;NA;
BIJIE COAL POWER 1;BIJIE COAL POWER;CHINA RESOURCES POWER HOLDINGS;660;NA;COAL;Bijie County - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BIJIE COAL POWER 2;BIJIE COAL POWER;CHINA RESOURCES POWER HOLDINGS;660;NA;COAL;Bijie County - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BIJIE DONGHUA 1;BIJIE DONGHUA;GUIZHOU WUJIANG HYDRO DEV CO;150;2009;COAL;Qixingguan Dist - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BIJIE DONGHUA 2;BIJIE DONGHUA;GUIZHOU WUJIANG HYDRO DEV CO;150;2009;COAL;Qixingguan Dist - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BIJIE TOUBU WORKS 1;BIJIE TOUBU WORKS;BIJIE TOUBU STEEL & IRON CO;12;NA;COAL;Bijie County - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BIJIE TOUBU WORKS 2;BIJIE TOUBU WORKS;BIJIE TOUBU STEEL & IRON CO;12;NA;COAL;Bijie County - Bijie Prefecture;Guizhou;CHINA;NA;NA;
BINHAI THERMAL 1;BINHAI THERMAL;SPIC JIANGSU ELEC POWER CO LTD;1000;2017;COAL;Binhai County - Yancheng City;Jiangsu;CHINA;NA;NA;
BINHAI THERMAL 2;BINHAI THERMAL;SPIC JIANGSU ELEC POWER CO LTD;1000;2017;COAL;Binhai County - Yancheng City;Jiangsu;CHINA;NA;NA;
BINZHOU BOXING 1;BINZHOU BOXING;CHINA NATL ENERGY INVEST GROUP;1000;NA;COAL;Boxing County - Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU BOXING 2;BINZHOU BOXING;CHINA NATL ENERGY INVEST GROUP;1000;NA;COAL;Boxing County - Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 01;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;135;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 02;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;135;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 03;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;135;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 04;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;135;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 05;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;150;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 06;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;150;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 07;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;150;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 08;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;150;2002;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 09;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;330;NA;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 10;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;330;NA;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 11;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;330;NA;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BINZHOU WORKS 12;BINZHOU WORKS;SHANDONG WEIQIAO ALUM & POW;330;NA;COAL;Binzhou City;Shandong;CHINA;NA;NA;
BOLE XINYOU 1;BOLE XINYOU;HUBEI ENERGY GROUP CO LTD;350;NA;COAL;Bole City -  Bortala Mongol AP;Xinjiang;CHINA;NA;NA;
BOLE XINYOU 2;BOLE XINYOU;HUBEI ENERGY GROUP CO LTD;350;NA;COAL;Bole City -  Bortala Mongol AP;Xinjiang;CHINA;NA;NA;
BOSHAN HUIYUAN 1;BOSHAN HUIYUAN;BOSHAN HUIYUAN COGEN PLANT;6;NA;COAL;Boshan Dist - Zibo City;Shandong;CHINA;NA;NA;
BOZHOU 1;BOZHOU;ANHUI GUOZHEN ENERGY CO LTD;18;1993;COAL;Bozhou City;Anhui;CHINA;NA;NA;
BOZHOU 2;BOZHOU;ANHUI GUOZHEN ENERGY CO LTD;18;1993;COAL;Bozhou City;Anhui;CHINA;NA;NA;
BULIAN 1;BULIAN;CHINA NATL ENERGY INVEST GROUP;660;2013;COAL;Yinjinhuoluo Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
BULIAN 2;BULIAN;CHINA NATL ENERGY INVEST GROUP;660;2013;COAL;Yinjinhuoluo Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
CANGNAN 1;CANGNAN;CHINA RESOURCES POWER HOLDINGS;1000;2014;COAL;Cangnan County - Wenzhou City;Zhejiang;CHINA;NA;NA;
CANGNAN 2;CANGNAN;CHINA RESOURCES POWER HOLDINGS;1000;2014;COAL;Cangnan County - Wenzhou City;Zhejiang;CHINA;NA;NA;
CANGZHOU BOHAI 1;CANGZHOU BOHAI;CHINA RES POWER NORTH CHINA;350;2015;COAL;Bohai New Dist - Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU BOHAI 2;CANGZHOU BOHAI;CHINA RES POWER NORTH CHINA;350;2015;COAL;Bohai New Dist - Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU GUANGMING 1;CANGZHOU GUANGMING;CHINA RESOURCES POWER HOLDINGS;6;2003;COAL;Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU HUARUI 1;CANGZHOU HUARUI;CHINA RESOURCES POWER HOLDINGS;6;1998;COAL;Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU THERMAL 1;CANGZHOU THERMAL;CHINA RES POWER NORTH CHINA;330;2007;COAL;Cangzhou City;Hebei;CHINA;13008;1;
CANGZHOU THERMAL 2;CANGZHOU THERMAL;CHINA RES POWER NORTH CHINA;330;2007;COAL;Cangzhou City;Hebei;CHINA;13008;2;
CANGZHOU TPS 1;CANGZHOU TPS;CHINA RESOURCES POWER HOLDINGS;12;2001;COAL;Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU TPS 2;CANGZHOU TPS;CHINA RESOURCES POWER HOLDINGS;12;2001;COAL;Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU TPS 3;CANGZHOU TPS;CHINA RESOURCES POWER HOLDINGS;12;2001;COAL;Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU YUNDONG 1;CANGZHOU YUNDONG;CHINA RES POWER NORTH CHINA;350;2019;COAL;Jidong EDZ - Cangzhou City;Hebei;CHINA;NA;NA;
CANGZHOU YUNDONG 2;CANGZHOU YUNDONG;CHINA RES POWER NORTH CHINA;350;2020;COAL;Jidong EDZ - Cangzhou City;Hebei;CHINA;NA;NA;
CAOCUN MINE 1;CAOCUN MINE;HUOZHUO COAL ELECTRICITY GROUP;12;1995;COAL;Suixi County - Huaibei City;Anhui;CHINA;NA;NA;
CAOCUN MINE 2;CAOCUN MINE;HUOZHUO COAL ELECTRICITY GROUP;12;1995;COAL;Suixi County - Huaibei City;Anhui;CHINA;NA;NA;
CAOCUN MINE 3;CAOCUN MINE;HUOZHUO COAL ELECTRICITY GROUP;12;1995;COAL;Suixi County - Huaibei City;Anhui;CHINA;NA;NA;
CASTLE PEAK-A NO 1;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);350;1982;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-A NO 2;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);350;1983;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-A NO 3;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);350;1983;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-A NO 4;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);350;1985;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-B NO 1;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);677.5;1986;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-B NO 2;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);677.5;1987;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-B NO 3;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);677.5;1988;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CASTLE PEAK-B NO 4;CASTLE PEAK;CASTLE PEAK POWER CO (CAPCO);677.5;1990;COAL;Tuen Mun NT;Hong Kong;CHINA;NA;NA;
CHALCO LANZHOU LANLV 1;CHALCO LANZHOU LANLV;ALUMINUM CORP CHINA (CHALCO);300;2008;COAL;Lanzhou City;Gansu;CHINA;NA;NA;
CHALCO LANZHOU LANLV 2;CHALCO LANZHOU LANLV;ALUMINUM CORP CHINA (CHALCO);300;2008;COAL;Lanzhou City;Gansu;CHINA;NA;NA;
CHALCO LANZHOU LANLV 3;CHALCO LANZHOU LANLV;ALUMINUM CORP CHINA (CHALCO);300;2008;COAL;Lanzhou City;Gansu;CHINA;NA;NA;
CHALCO PINGGUO 1;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);25;1996;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHALCO PINGGUO 2;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);30;1998;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHALCO PINGGUO 3;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);3;2003;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHALCO PINGGUO 4;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);4;2008;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHALCO PINGGUO 5;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);30;2008;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHALCO PINGGUO 6;CHALCO PINGGUO;ALUMINUM CORP CHINA (CHALCO);30;2008;COAL;Pingguo County - Baise City;Guangxi;CHINA;NA;NA;
CHANGCHUN SOUTHEAST 1;CHANGCHUN SOUTHEAST;SPIC JILIN ELECTRIC POWER CO L;350;2018;COAL;Shuangyang Dist - Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN SOUTHEAST 2;CHANGCHUN SOUTHEAST;SPIC JILIN ELECTRIC POWER CO L;350;2018;COAL;Shuangyang Dist - Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN SOUTHEAST 3;CHANGCHUN SOUTHEAST;SPIC JILIN ELECTRIC POWER CO L;80;NA;COAL;Shuangyang Dist - Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN SOUTHEAST 4;CHANGCHUN SOUTHEAST;SPIC JILIN ELECTRIC POWER CO L;80;NA;COAL;Shuangyang Dist - Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 1;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;12;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 2;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;12;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 3;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;50;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 4;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;25;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 5;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;50;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-1 NO 6;CHANGCHUN-1;JILIN ELECTRIC POWER CORP;100;NA;COAL;Changchun City;Jilin;CHINA;NA;NA;
CHANGCHUN-2 NO 1;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;1991;COAL;Changchun City;Jilin;CHINA;22012;1;
CHANGCHUN-2 NO 2;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;1992;COAL;Changchun City;Jilin;CHINA;22012;2;
CHANGCHUN-2 NO 3;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;2005;COAL;Changchun City;Jilin;CHINA;22012;3;
CHANGCHUN-2 NO 4;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;2005;COAL;Changchun City;Jilin;CHINA;22012;4;
CHANGCHUN-2 NO 5;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;2007;COAL;Changchun City;Jilin;CHINA;22012;5;
CHANGCHUN-2 NO 6;CHANGCHUN-2;DATANG JILIN POWER GENERATION;200;2007;COAL;Changchun City;Jilin;CHINA;22012;6;
CHANGCHUN-3 NO 1;CHANGCHUN-3;DATANG JILIN POWER GENERATION;350;2009;COAL;Changchun City;Jilin;CHINA;22024;1;
CHANGCHUN-3 NO 2;CHANGCHUN-3;DATANG JILIN POWER GENERATION;350;2009;COAL;Changchun City;Jilin;CHINA;22024;2;
CHANGGUANG-2 NO 1;CHANGGUANG-2;EAST CHINA GRID CO LTD;25;NA;COAL;Changguang;Zhejiang;CHINA;NA;NA;
CHANGGUANG-2 NO 2;CHANGGUANG-2;EAST CHINA GRID CO LTD;25;1992;COAL;Changguang;Zhejiang;CHINA;NA;NA;
CHANGGUANG-2 NO 3;CHANGGUANG-2;EAST CHINA GRID CO LTD;25;NA;COAL;Changguang;Zhejiang;CHINA;NA;NA;
CHANGGUANG-2 NO 4;CHANGGUANG-2;EAST CHINA GRID CO LTD;65;NA;COAL;Changguang;Zhejiang;CHINA;NA;NA;
CHANGGUANG-2 NO 5;CHANGGUANG-2;EAST CHINA GRID CO LTD;125;NA;COAL;Changguang;Zhejiang;CHINA;NA;NA;
CHANGJI CITY 1;CHANGJI CITY;CHANGJI CITY;12;2004;COAL;Changji County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGJI CITY 2;CHANGJI CITY;CHANGJI CITY;12;2004;COAL;Changji County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGJI FUKANG 1;CHANGJI FUKANG;HUANENG XINJIANG ENERGY DEV CO;135;2010;COAL;Fukang County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGJI FUKANG 2;CHANGJI FUKANG;HUANENG XINJIANG ENERGY DEV CO;135;2010;COAL;Fukang County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGJI FUKANG 3;CHANGJI FUKANG;HUANENG XINJIANG ENERGY DEV CO;330;NA;COAL;Fukang County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGJI FUKANG 4;CHANGJI FUKANG;HUANENG XINJIANG ENERGY DEV CO;330;NA;COAL;Fukang County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
CHANGSHU-1 NO 1;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;300;1993;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32021;1;
CHANGSHU-1 NO 2;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;300;1993;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32021;2;
CHANGSHU-1 NO 3;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;300;1994;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32021;3;
CHANGSHU-1 NO 4;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;300;1994;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32021;4;
CHANGSHU-1 NO 5;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;1000;2013;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;NA;NA;
CHANGSHU-1 NO 6;CHANGSHU-1;JIANGSU CHANGSHU POWER GEN CO;1000;2013;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;NA;NA;
CHANGSHU-2 NO 1;CHANGSHU-2;CHINA RESOURCES POWER HOLDINGS;650;2005;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32030;1;
CHANGSHU-2 NO 2;CHANGSHU-2;CHINA RESOURCES POWER HOLDINGS;650;2005;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32030;2;
CHANGSHU-2 NO 3;CHANGSHU-2;CHINA RESOURCES POWER HOLDINGS;650;2006;COAL;Changsu County - Suzhou City;Jiangsu;CHINA;32030;3;
CHANGXING ISLAND 1;CHANGXING ISLAND;CHINA NATL ENERGY INVEST GROUP;350;2012;COAL;Dalian City;Liaoning;CHINA;NA;NA;
CHANGXING ISLAND 2;CHANGXING ISLAND;CHINA NATL ENERGY INVEST GROUP;350;2012;COAL;Dalian City;Liaoning;CHINA;NA;NA;
CHANGXING-0 NO 1;CHANGXING-0;ZHEJIANG PROV ENERGY GROUP CO;6;1959;COAL;Changxing County - Huzhou City;Zhejiang;CHINA;NA;NA;
CHANGXING-0 NO 2;CHANGXING-0;ZHEJIANG PROV ENERGY GROUP CO;6;1959;COAL;Changxing County - Huzhou City;Zhejiang;CHINA;NA;NA;
CHANGXING-0 NO 3;CHANGXING-0;ZHEJIANG PROV ENERGY GROUP CO;24;NA;COAL;Changxing County - Huzhou City;Zhejiang;CHINA;NA;NA;
CHANGZHI GAOHE 1;CHANGZHI GAOHE;LU'AN MINING INDUSTRY (GROUP);660;2020;COAL;Gaohe County - Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI GAOHE 2;CHANGZHI GAOHE;LU'AN MINING INDUSTRY (GROUP);660;2020;COAL;Gaohe County - Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI THERMAL 1;CHANGZHI THERMAL;SHANXI INTL ELEC GROUP CO LTD;330;2012;COAL;Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI THERMAL 2;CHANGZHI THERMAL;SHANXI INTL ELEC GROUP CO LTD;330;2012;COAL;Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI TUNLIU-2 NO 1;CHANGZHI TUNLIU;LU'AN MINING INDUSTRY (GROUP);135;2006;COAL;Tunliu County - Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI TUNLIU-2 NO 2;CHANGZHI TUNLIU;LU'AN MINING INDUSTRY (GROUP);135;2006;COAL;Tunliu County - Changzhi City;Shanxi;CHINA;NA;NA;
CHANGZHI XINLONG 1;CHANGZHI XINLONG;SHANXI INTL ELEC GROUP CO LTD;150;NA;COAL;Changzhi County - Changzhi City;Shanxi;CHINA;NA;NA;
